id_subsistema;nom_subsistema;id_estado;nom_estado;nom_usina;id_ons;ceg;din_instante;val_geracao;val_geracaolimitada;val_disponibilidade;val_geracaoreferencia;val_geracaoreferenciafinal;cod_razaorestricao;cod_origemrestricao
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 09:30:00;8.554;;111.162;6.602;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 10:00:00;16.949;;253.379;11.701;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 10:30:00;26.113;;323.061;8.752;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 11:00:00;55.132;;330.241;30.684;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 11:30:00;52.972;;330.8;43.378;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 12:00:00;51.614;;330.475;39.887;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 12:30:00;55.551;;331.498;24.483;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 13:00:00;76.443;;333.1;40.279;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 13:30:00;92.475;;333.1;66.201;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 14:00:00;97.078;;331.774;49.103;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 14:30:00;91.643;;333.1;52.54;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 15:00:00;105.54;;333.1;79.142;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 15:30:00;122.749;;332.424;89.135;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 16:00:00;98.807;;333.1;57.236;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 16:30:00;82.744;;334.57;49.467;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 17:00:00;84.751;;334.504;37.279;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 17:30:00;81.225;;338.1;36.619;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 18:00:00;115.484;;337.387;67.951;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 18:30:00;163.086;;338.1;121.546;;;
N;NORTE;MA;MARANHAO;CONJ. PAULINO NEVES;CJU_MAPLN;-;2022-01-04 19:00:00;152.572;;338.1;109.57;;;
